max_depth,eta,valor
1,0.3,3.1599131369807174
1,0.1,1.3503242801166093
1,0.01,0.7637309373435832
2,0.3,0.8346973798911842
2,0.1,0.8950201953521207
2,0.01,0.7681613097704517
3,0.3,0.8011091595409555
3,0.1,0.7973919184632774
3,0.01,0.750536755275199
4,0.3,0.8090684964729647
4,0.1,0.7545314130769164
4,0.01,0.7414923378382265
5,0.3,0.781428165803816
5,0.1,0.745167402597751
5,0.01,0.735849174230716
6,0.3,0.7713610158772986
6,0.1,0.7397413216517092
6,0.01,0.733700495936882
7,0.3,0.7693584189291278
7,0.1,0.7358107348542627
7,0.01,0.7312021228790787
8,0.3,0.7693428767605999
8,0.1,0.7368700266513695
8,0.01,0.7331116493473574
9,0.3,0.7702264972339412
9,0.1,0.7333142113719671
9,0.01,0.737476810725803
10,0.3,0.7752518958949915
10,0.1,0.7435416068819141
10,0.01,0.7410831175580659
15,0.3,0.8173394154953295
15,0.1,0.7668229743911855
15,0.01,0.767466255147583
20,0.3,0.880126133375013
20,0.1,0.8314263423008104
20,0.01,0.8243312528209881
30,0.3,0.9456377608863501
30,0.1,0.890662180022646
30,0.01,0.8879790330515012
40,0.3,0.9652543890976408
40,0.1,0.9127684099094997
40,0.01,0.8980035972697407
50,0.3,0.9634251900622843
50,0.1,0.9141651423043918
50,0.01,0.9000560507212614
75,0.3,0.963445598916956
75,0.1,0.9141692605587389
75,0.01,0.9052078698778335
100,0.3,0.963445598916956
100,0.1,0.9141692605587389
100,0.01,0.904958560574252
