max_depth,eta,valor
1,0.3,3.15993891931182
1,0.1,1.3504747985437213
1,0.01,0.7629400753292471
2,0.3,0.8531859613714714
2,0.1,0.8721123616548019
2,0.01,0.7694428064779574
3,0.3,0.8352145775710127
3,0.1,0.7964379445951051
3,0.01,0.755083306046555
4,0.3,0.8398568254286787
4,0.1,0.7568346931748066
4,0.01,0.7421516329317509
5,0.3,0.771835248054716
5,0.1,0.7435284223905941
5,0.01,0.737022954984244
6,0.3,0.7635744113633688
6,0.1,0.7349512276010293
6,0.01,0.7339202730403402
7,0.3,0.7671306119575346
7,0.1,0.7396926203891646
7,0.01,0.730204659658393
8,0.3,0.7594782861564832
8,0.1,0.7452717315330807
8,0.01,0.7330210550821815
9,0.3,0.7765816059066344
9,0.1,0.7460538438233317
9,0.01,0.7396651773692333
10,0.3,0.7683342478922266
10,0.1,0.7513564460815393
10,0.01,0.7407670595370265
15,0.3,0.8239807472345937
15,0.1,0.7720168520099412
15,0.01,0.7671178068491669
20,0.3,0.8676568906743706
20,0.1,0.8159071564913997
20,0.01,0.8239983283450353
30,0.3,0.9214139150984907
30,0.1,0.8808747179515982
30,0.01,0.883247319171933
40,0.3,0.954761011951389
40,0.1,0.8886766183624242
40,0.01,0.8848847596238462
50,0.3,0.957494035110002
50,0.1,0.892444197138689
50,0.01,0.8817722192621671
75,0.3,0.9502929789329718
75,0.1,0.8914550517982416
75,0.01,0.8822636206995393
100,0.3,0.9512471082318206
100,0.1,0.8914550517982416
100,0.01,0.8827520751130528
