epoch,batch_size,hours,value
4,4,18,8.4396426095346
4,8,18,1.8020678852548113
4,12,18,7.622833370854942
4,16,18,7.484615060162635
4,32,18,1.070073496333662
4,64,18,1.1879885496099016
4,128,18,4.939224422112148
4,256,18,6.137561124307587
6,4,18,7.534164036936717
6,8,18,5.369042241122637
6,12,18,5.099704827907252
6,16,18,1.143436300602853
6,32,18,1.585476111963853
6,64,18,1.0987483171812253
6,128,18,2.841284494475812
6,256,18,2.2965651607948123
10,4,18,3.657607667926051
10,8,18,2.0627537134297063
10,12,18,1.0147163705132396
10,16,18,0.9673141717610488
10,32,18,0.9803222471004761
10,64,18,0.9591442115388285
10,128,18,1.2214535614655477
10,256,18,1.4075184965151442
14,4,18,0.953759000864263
14,8,18,1.0412781222414533
14,12,18,4.00297530004547
14,16,18,1.7917581460429342
14,32,18,0.9841695848883742
14,64,18,0.9482002070190636
14,128,18,1.649722756455322
14,256,18,1.6641397968902918
20,4,18,9.443858209764258
20,8,18,1.7418977903482822
20,12,18,5.817242546370979
20,16,18,1.8803035379483208
20,32,18,0.9165978691026718
20,64,18,0.8946692819740532
20,128,18,1.0079634201816388
20,256,18,1.7749410673835877
40,4,18,9.510904989147212
40,8,18,5.236934823086433
40,12,18,1.9498438527635416
40,16,18,1.2291191028680313
40,32,18,0.982991460985288
40,64,18,0.9338858490824458
40,128,18,1.1934998913618564
40,256,18,1.3435044970370897
