epoch,batch_size,hours,value
4,4,3,3.4566968831738945
4,8,3,1.3131484986318978
4,12,3,0.8553571764209112
4,16,3,1.5978054983944858
4,32,3,0.8989667975428691
4,64,3,1.1403277250736077
4,128,3,1.4301234557884832
4,256,3,2.2795400060651234
6,4,3,2.834020217745716
6,8,3,0.7298897228370438
6,12,3,0.7346843656852797
6,16,3,0.7824954891833716
6,32,3,0.8221639155614104
6,64,3,0.7037472573872999
6,128,3,1.0148054138540883
6,256,3,1.3360386157663295
10,4,3,3.537907752705969
10,8,3,0.6993603293007219
10,12,3,0.7259007070986052
10,16,3,0.7073928249388075
10,32,3,0.7229796785884571
10,64,3,0.7235069416846107
10,128,3,1.139467278619793
10,256,3,0.8565399986926651
14,4,3,2.7728310452442333
14,8,3,0.699456323408717
14,12,3,0.7370744521401467
14,16,3,0.8089304031154382
14,32,3,0.8056498942020138
14,64,3,0.6748577199604503
14,128,3,0.7446580508849161
14,256,3,1.4864463920678048
20,4,3,3.756130549350519
20,8,3,0.8067116103042489
20,12,3,0.6827013532291085
20,16,3,0.8772470131137253
20,32,3,0.7329049642756758
20,64,3,0.6545155373441118
20,128,3,0.8266384882520621
20,256,3,0.7988742494680567
40,4,3,5.011309074501393
40,8,3,2.0401982067598294
40,12,3,1.744376037381146
40,16,3,1.2582479234610726
40,32,3,1.0328946611637857
40,64,3,0.7319551373955802
40,128,3,0.7408010684615478
40,256,3,0.8265962863067247
