epoch,batch_size,hours,value
4,4,7,7.8582442101988255
4,8,7,3.056938127481984
4,12,7,2.8655002606389894
4,16,7,5.406443698254533
4,32,7,0.9791067592512026
4,64,7,0.9934608813979439
4,128,7,0.8975430020531558
4,256,7,3.647268847352502
6,4,7,4.07929086306545
6,8,7,0.8674661740612466
6,12,7,1.0150492136652003
6,16,7,0.8564073957766618
6,32,7,0.9075876236719058
6,64,7,1.0496541721236283
6,128,7,1.3765579232537228
6,256,7,2.742364850946002
10,4,7,4.253659716615574
10,8,7,0.9984504420658269
10,12,7,0.9639729101601793
10,16,7,0.8305361709297027
10,32,7,1.019203940037045
10,64,7,0.8462667999797228
10,128,7,1.1447735998841906
10,256,7,1.011049035455836
14,4,7,4.0037831696229675
14,8,7,0.7981482171211103
14,12,7,0.8174217179759616
14,16,7,0.7858667383542175
14,32,7,0.8335833025003249
14,64,7,0.8263610415115136
14,128,7,1.3640214964845536
14,256,7,2.095479198343478
20,4,7,2.7275238514894844
20,8,7,1.2843113109834077
20,12,7,2.165052089039704
20,16,7,0.7535645152501508
20,32,7,0.8130878722949403
20,64,7,0.8210594084744508
20,128,7,0.9133140531505607
20,256,7,1.3290330649432283
40,4,7,6.857645153665914
40,8,7,2.769278459598161
40,12,7,2.020916722783536
40,16,7,1.7934025850040403
40,32,7,0.7171179671618823
40,64,7,0.8618994660618684
40,128,7,0.9133287506816459
40,256,7,1.0550041352968118
