epoch,batch_size,value
4,4,3.490449098408367
4,8,5.495429504591052
4,12,3.1785170820386286
4,16,3.8648429860052467
4,32,1.6856725713557885
4,64,0.7902114221891932
4,128,0.790713519000329
4,256,0.7835105079113152
6,4,2.788830794628054
6,8,3.8020272659604846
6,12,4.449785981575195
6,16,2.80131883503881
6,32,2.409088537679831
6,64,0.8260638553380344
6,128,0.7795925255352448
6,256,1.142184683891927
10,4,1.936061217746517
10,8,2.4491730137233554
10,12,3.0156973130891216
10,16,1.7799218862085342
10,32,2.6500924585445764
10,64,1.6214858649610486
10,128,1.1612375827862105
10,256,0.7853175946183883
14,4,1.9777546300954556
14,8,1.9195907169128268
14,12,2.349175950986735
14,16,2.803367554304226
14,32,2.123196176287206
14,64,1.2500895387140338
14,128,1.2240836863775342
14,256,0.8137751441517543
20,4,1.092189967227425
20,8,1.7572213311605158
20,12,1.7334976026723472
20,16,1.8765746830344254
20,32,2.2110626496055845
20,64,1.8560338550166076
20,128,1.0732347467121075
20,256,0.748918987034985
40,4,0.7350265384511477
40,8,1.193045264817771
40,12,1.3337005646101967
40,16,1.2228970905214152
40,32,1.2526461197141097
40,64,0.7444669878188506
40,128,1.0241171225754169
40,256,0.7284115852751727
