epoch,batch_size,value
4,4,2.0694830427616284
4,8,1.6542600004520462
4,12,0.9651317266161623
4,16,6.348324310361374
4,32,3.2026407665139986
4,64,1.0278904349329794
4,128,1.2874869589618654
4,256,1.3522056905427502
6,4,1.2868286714632
6,8,0.7698054144206469
6,12,2.22147836311958
6,16,0.7640264140465826
6,32,2.476291529433109
6,64,0.8594787595863181
6,128,1.0795663625849166
6,256,0.873721333090219
10,4,1.667414512183015
10,8,1.3168855999561102
10,12,1.9183665497485896
10,16,1.3069795146915484
10,32,0.9060529338577282
10,64,1.14740802333328
10,128,0.9408299967339266
10,256,1.1130474426467747
14,4,1.279307609598795
14,8,1.354305289551536
14,12,1.2168655425953983
14,16,1.9110982934340763
14,32,1.469739673141501
14,64,2.8194447915745973
14,128,2.5804638768502315
14,256,0.9629334702495258
20,4,0.8693852163564455
20,8,1.0732988631495215
20,12,1.1279675327675365
20,16,1.5008936827823087
20,32,1.8010607552481497
20,64,1.1315710657769908
20,128,0.6333354114716517
20,256,1.0399278887237735
40,4,0.7755778412232066
40,8,0.8284569248354072
40,12,1.0744387814684488
40,16,1.030497934446954
40,32,0.8483076739309909
40,64,0.6663813300492932
40,128,0.7404471023962325
40,256,0.7526979415896223
