epoch,batch_size,value
4,4,3.0932054936203444
4,8,2.7076533480434795
4,12,3.311239283865645
4,16,2.7181205180535204
4,32,0.8578212288158742
4,64,0.7224400520394884
4,128,0.6468149652787044
4,256,0.6731929139975333
6,4,3.696368597813863
6,8,3.0481355743674703
6,12,2.979295379251722
6,16,2.739149345886069
6,32,2.8092519651839756
6,64,0.9308459720394787
6,128,0.6659306700548804
6,256,0.6470757291552648
10,4,3.916473843536346
10,8,3.5074066368791836
10,12,3.631216503101654
10,16,3.4049592760126797
10,32,2.475597137930663
10,64,0.9418233092868458
10,128,0.6600707490167952
10,256,0.6572151304052708
14,4,3.2937646303581154
14,8,3.4918398025933994
14,12,3.4415806647320366
14,16,3.659864700152557
14,32,2.7358063745784498
14,64,1.1315987472455924
14,128,0.6453414582194793
14,256,0.8081417873508497
20,4,2.708549939995411
20,8,3.37441304934889
20,12,3.35946744773377
20,16,3.9320352134747614
20,32,2.7892189534260163
20,64,1.2277136647487183
20,128,0.635481536860433
20,256,0.899682111783167
40,4,1.2703305970612127
40,8,2.4102707360755473
40,12,3.2611693908510744
40,16,2.910173273587287
40,32,2.4745978737804113
40,64,1.0191862148808466
40,128,0.6412281745935194
40,256,0.6484288331439164
