H,min_value
1,0.723943356250276
2,0.7333260639361252
3,0.7380908765968742
4,0.7401816530124106
5,0.7352401353161209
6,0.730204659658393
7,0.7312021228790787
8,0.7342207709777104
9,0.7339905805501236
10,0.7355426794844938
14,0.7438818618906851
18,0.7433654172305306
20,0.7425299060351306
30,0.7466376125358289
40,0.7466743486081565
50,0.7362846679292568
75,0.7428657604255363
100,0.7540857143348446
