H,min_value
1,0.7689104739457377
2,0.7601466022693656
3,0.7603293904444591
4,0.758434858270778
5,0.7580294467569412
6,0.7565422567981798
7,0.7536208570832523
8,0.7551830769112673
9,0.7549574565683184
10,0.7546035825720528
14,0.7628403045518015
18,0.7606061002217497
20,0.7630721105973445
30,0.7653378071221179
40,0.7666559588536183
50,0.7619986927476216
75,0.7607261814190882
100,0.764117237460015
