H,min_value
1,0.796252974310104
2,0.7932716280636998
3,0.7826813552879364
4,0.7962553406789598
5,0.7853053158042627
6,0.7943726187109017
7,0.7875562855567015
8,0.7948873519997947
9,0.7888977056710198
10,0.7969058615867233
15,0.7965864336135173
20,0.7931701191685409
30,0.8006578323111835
40,0.7958725348559726
50,0.7832720320725955
75,0.8066197323899288
100,0.8074886159987357
