H,min_value
1,0.7791437185511273
2,0.7782057991495871
3,0.7681179725377045
4,0.776501429552167
5,0.7771105392058072
6,0.7817122045280501
7,0.783032696636507
8,0.7856518439670784
9,0.7828205861741276
10,0.7840848684311416
15,0.812163939871406
20,0.8033704802642064
30,0.8192188044501432
40,0.8345512567523149
50,0.8185286627670858
75,0.802891722129909
100,0.8204548765748068
