max_depth,eta,valor
1,0.3,3.1607035759636677
1,0.1,1.350009642464361
1,0.01,0.7684369856568277
2,0.3,0.8336937878140792
2,0.1,1.0771525608819066
2,0.01,0.7743710668590226
3,0.3,0.8064207721182506
3,0.1,0.8030948489685736
3,0.01,0.7628552874640401
4,0.3,0.9070561176746986
4,0.1,0.7695950409735411
4,0.01,0.7603293904444591
5,0.3,0.7900449247919284
5,0.1,0.7696978243544874
5,0.01,0.7664357161763183
6,0.3,0.793346237784524
6,0.1,0.7865563244167876
6,0.01,0.7802129377381141
7,0.3,0.8291042634094747
7,0.1,0.7972037197182532
7,0.01,0.7822070413804613
8,0.3,0.8156558648441148
8,0.1,0.7982882813063457
8,0.01,0.7962926846436167
9,0.3,0.8373001770804767
9,0.1,0.8352004057622089
9,0.01,0.8140698000701205
10,0.3,0.8604454979177439
10,0.1,0.8243559489960454
10,0.01,0.8116735404473042
15,0.3,0.9673521646523455
15,0.1,0.9237909829219928
15,0.01,0.9256334305571502
20,0.3,1.1096862244315377
20,0.1,1.0054090418476371
20,0.01,0.9961735853579003
30,0.3,1.1686971140943632
30,0.1,1.121084518186129
30,0.01,1.1509970399351417
40,0.3,1.2253067069035921
40,0.1,1.142873330286134
40,0.01,1.1425149733376339
50,0.3,1.1953422075317077
50,0.1,1.122154878043881
50,0.01,1.1427019675603214
75,0.3,1.1953422075317077
75,0.1,1.122154878043881
75,0.01,1.1427019675603214
100,0.3,1.1953422075317077
100,0.1,1.122154878043881
100,0.01,1.1427019675603214
