max_depth,eta,valor
1,0.3,3.163471553868035
1,0.1,1.3817332266809588
1,0.01,0.7644930842234171
2,0.3,0.8578329254374579
2,0.1,0.9658565732342907
2,0.01,0.7812417824626163
3,0.3,0.9316159873380019
3,0.1,0.8188504815741012
3,0.01,0.7630721105973445
4,0.3,0.9052074772449613
4,0.1,0.7912744256296782
4,0.01,0.7675259367144502
5,0.3,0.8191756420017117
5,0.1,0.7711998930515789
5,0.01,0.7753058389556531
6,0.3,0.8082895539752062
6,0.1,0.7714694907354774
6,0.01,0.7853299415655282
7,0.3,0.8371149229348845
7,0.1,0.7824597029113778
7,0.01,0.7891697929041495
8,0.3,0.8630851621253676
8,0.1,0.8182826941701362
8,0.01,0.8040655941932732
9,0.3,0.8376378407436914
9,0.1,0.8048683007594629
9,0.01,0.8101342691921185
10,0.3,0.8695959541407241
10,0.1,0.808221971486593
10,0.01,0.8121103465839007
15,0.3,0.9539814395528263
15,0.1,0.8655019023863713
15,0.01,0.8827040089610714
20,0.3,1.006764256037692
20,0.1,0.9066181617354778
20,0.01,0.9343669585382994
30,0.3,1.0473471004874084
30,0.1,0.9007025223308108
30,0.01,0.9291763380317803
40,0.3,1.0443503058251662
40,0.1,0.9451097455966821
40,0.01,0.9346582993899812
50,0.3,1.043703049991219
50,0.1,0.9451097455966821
50,0.01,0.9380151322619545
75,0.3,1.043703049991219
75,0.1,0.9451097455966821
75,0.01,0.9380151322619545
100,0.3,1.043703049991219
100,0.1,0.9451097455966821
100,0.01,0.9380151322619545
