max_depth,eta,valor
1,0.3,3.1621716796872916
1,0.1,1.3503242801166093
1,0.01,0.7621941678039446
2,0.3,0.8327340955106167
2,0.1,1.043181794804238
2,0.01,0.7714580603035398
3,0.3,0.8296284154864241
3,0.1,0.8055047183937968
3,0.01,0.7570377977918594
4,0.3,0.8650777721304287
4,0.1,0.7700536374243984
4,0.01,0.7572290574180688
5,0.3,0.7841738867779091
5,0.1,0.7669270180563427
5,0.01,0.7536208570832523
6,0.3,0.7892267081809472
6,0.1,0.759588928006141
6,0.01,0.7595568887741627
7,0.3,0.8031502506070702
7,0.1,0.7769081520814217
7,0.01,0.7686951817834028
8,0.3,0.8103038948717146
8,0.1,0.801907678694138
8,0.01,0.7924990893048376
9,0.3,0.7979817822081572
9,0.1,0.8203737298526146
9,0.01,0.8067861850078686
10,0.3,0.8349364877098793
10,0.1,0.8201208927352682
10,0.01,0.8260681722581887
15,0.3,0.9223966396309912
15,0.1,0.9273425574024281
15,0.01,0.9050359295957325
20,0.3,0.9600518215875548
20,0.1,0.9506576848708651
20,0.01,0.9838607076410365
30,0.3,0.9934072728946034
30,0.1,1.0178583041675513
30,0.01,1.009655359906882
40,0.3,1.019095796874093
40,0.1,1.0152114595415969
40,0.01,1.037298052997889
50,0.3,1.0055957412226826
50,0.1,1.0309168694328452
50,0.01,1.0393307883865288
75,0.3,1.0055957412226826
75,0.1,1.0309168694328452
75,0.01,1.0395243325851034
100,0.3,1.0055957412226826
100,0.1,1.0309168694328452
100,0.01,1.0395243325851034
