max_depth,eta,valor
1,0.3,3.164235431643451
1,0.1,1.3474748253882844
1,0.01,0.7697865992459646
1,0.001,0.7679859864353219
2,0.3,0.8683476547511538
2,0.1,1.0513944667373158
2,0.01,0.7748179917715872
2,0.001,0.7746460635372001
3,0.3,0.8211757030141669
3,0.1,0.8506794871385982
3,0.01,0.7690852461939327
3,0.001,0.7677789582165871
4,0.3,0.8827112526919547
4,0.1,0.7765252835737217
4,0.01,0.7689104739457377
4,0.001,0.7676951103722727
5,0.3,0.7883565514625136
5,0.1,0.7761343712035988
5,0.01,0.7722681619480619
5,0.001,0.7730580926096516
6,0.3,0.846588720414309
6,0.1,0.7826533160020623
6,0.01,0.7862641746501271
6,0.001,0.7824522780112225
7,0.3,0.8290272540187044
7,0.1,0.8072785317708432
7,0.01,0.7948606134434263
7,0.001,0.7915592391150625
8,0.3,0.8154319692627843
8,0.1,0.8320841774730442
8,0.01,0.8331771276707214
8,0.001,0.8351515756071891
9,0.3,0.8679129135855402
9,0.1,0.8552826361085376
9,0.01,0.8794818818401365
9,0.001,0.8499394482155892
10,0.3,0.9136798307270365
10,0.1,0.8983251013092759
10,0.01,0.8961020978659893
10,0.001,0.8987153478297104
11,0.3,0.9277834173052547
11,0.1,0.9648369134683634
11,0.01,0.9439090982938606
11,0.001,0.95258018789545
12,0.3,0.9895818275421419
12,0.1,0.9892171833290416
12,0.01,0.9738041566032342
12,0.001,1.0127125656295697
13,0.3,1.004283946578412
13,0.1,1.0280600470924062
13,0.01,1.0189500182027271
13,0.001,1.037244290435637
14,0.3,1.0469308274117037
14,0.1,1.015352983165262
14,0.01,1.037670248602033
14,0.001,1.0421578502692355
15,0.3,1.0454009216176339
15,0.1,1.0554397033806502
15,0.01,1.059311447697767
15,0.001,1.0547218266705922
16,0.3,1.1328149247100487
16,0.1,1.0575670050858825
16,0.01,1.1345384229446431
16,0.001,1.0608264237672917
17,0.3,1.1140778194211924
17,0.1,1.0598481831346092
17,0.01,1.0899362735785245
17,0.001,1.0500716358440525
18,0.3,1.1639967555132855
18,0.1,1.106982933328428
18,0.01,1.0880209770017326
18,0.001,1.0804456725723055
19,0.3,1.1483571003465392
19,0.1,1.0691704203007855
19,0.01,1.088322689665203
19,0.001,1.1156964478763722
20,0.3,1.1490940127505886
20,0.1,1.0945804447846101
20,0.01,1.1350193502423227
20,0.001,1.086889706109119
21,0.3,1.1716783069442749
21,0.1,1.109703551788597
21,0.01,1.120439906053708
21,0.001,1.1108176465289694
22,0.3,1.2029597612834517
22,0.1,1.1279777118289358
22,0.01,1.107605414449389
22,0.001,1.1325450045704235
23,0.3,1.1848595709964533
23,0.1,1.1277948470131405
23,0.01,1.1419102665174181
23,0.001,1.1098514590260444
24,0.3,1.1977638048107042
24,0.1,1.1125818644819043
24,0.01,1.09667276707274
24,0.001,1.1325190796463391
25,0.3,1.1957621110147394
25,0.1,1.1272844944014404
25,0.01,1.1661740852478832
25,0.001,1.1251844750348095
26,0.3,1.1720860197452887
26,0.1,1.126775807466304
26,0.01,1.1643007583503677
26,0.001,1.1337166752383045
27,0.3,1.170127045656855
27,0.1,1.137055056068053
27,0.01,1.135529475229603
27,0.001,1.1419428829396145
28,0.3,1.1749162839387701
28,0.1,1.1369774293582067
28,0.01,1.1536501265903922
28,0.001,1.1579206389712324
29,0.3,1.1943237742661987
29,0.1,1.1445578462175336
29,0.01,1.1496397833821566
29,0.001,1.1649230443438294
30,0.3,1.1837881176624951
30,0.1,1.1568971407523987
30,0.01,1.1549145562523022
30,0.001,1.1585395620606507
31,0.3,1.1807187974046098
31,0.1,1.1449881015354255
31,0.01,1.1523724586964939
31,0.001,1.1550000798828963
32,0.3,1.1894060441137329
32,0.1,1.144726753736646
32,0.01,1.1566074383618556
32,0.001,1.1442212839931944
33,0.3,1.2219492762123496
33,0.1,1.147986381967287
33,0.01,1.1606198783461734
33,0.001,1.1507339741829339
34,0.3,1.1878546982086486
34,0.1,1.142740552430647
34,0.01,1.160596633915003
34,0.001,1.148268261901324
35,0.3,1.200971166027317
35,0.1,1.1397121006122661
35,0.01,1.1607158386061958
35,0.001,1.1517329800179275
36,0.3,1.2056201924545948
36,0.1,1.1396327226365446
36,0.01,1.1630560590835108
36,0.001,1.1429664511409445
37,0.3,1.1909181886504572
37,0.1,1.139640503823398
37,0.01,1.1625622677093213
37,0.001,1.1583332783348674
38,0.3,1.1909181886504572
38,0.1,1.139640503823398
38,0.01,1.1625520294507878
38,0.001,1.1577058703700618
39,0.3,1.1897208900419014
39,0.1,1.139640503823398
39,0.01,1.1625520294507878
39,0.001,1.1577058703700618
40,0.3,1.1897208900419014
40,0.1,1.139640503823398
40,0.01,1.1625520294507878
40,0.001,1.1577058703700618
41,0.3,1.1897208900419014
41,0.1,1.139640503823398
41,0.01,1.1625520294507878
41,0.001,1.1577058703700618
42,0.3,1.1897208900419014
42,0.1,1.139640503823398
42,0.01,1.1625520294507878
42,0.001,1.1577058703700618
43,0.3,1.1897208900419014
43,0.1,1.139640503823398
43,0.01,1.1625520294507878
43,0.001,1.1577058703700618
44,0.3,1.1897208900419014
44,0.1,1.139640503823398
44,0.01,1.1625520294507878
44,0.001,1.1577058703700618
45,0.3,1.1897208900419014
45,0.1,1.139640503823398
45,0.01,1.1625520294507878
45,0.001,1.1577058703700618
46,0.3,1.1897208900419014
46,0.1,1.139640503823398
46,0.01,1.1625520294507878
46,0.001,1.1577058703700618
47,0.3,1.1897208900419014
47,0.1,1.139640503823398
47,0.01,1.1625520294507878
47,0.001,1.1577058703700618
48,0.3,1.1897208900419014
48,0.1,1.139640503823398
48,0.01,1.1625520294507878
48,0.001,1.1577058703700618
49,0.3,1.1897208900419014
49,0.1,1.139640503823398
49,0.01,1.1625520294507878
49,0.001,1.1577058703700618
50,0.3,1.1897208900419014
50,0.1,1.139640503823398
50,0.01,1.1625520294507878
50,0.001,1.1577058703700618
51,0.3,1.1897208900419014
51,0.1,1.139640503823398
51,0.01,1.1625520294507878
51,0.001,1.1577058703700618
52,0.3,1.1897208900419014
52,0.1,1.139640503823398
52,0.01,1.1625520294507878
52,0.001,1.1577058703700618
53,0.3,1.1897208900419014
53,0.1,1.139640503823398
53,0.01,1.1625520294507878
53,0.001,1.1577058703700618
54,0.3,1.1897208900419014
54,0.1,1.139640503823398
54,0.01,1.1625520294507878
54,0.001,1.1577058703700618
55,0.3,1.1897208900419014
55,0.1,1.139640503823398
55,0.01,1.1625520294507878
55,0.001,1.1577058703700618
56,0.3,1.1897208900419014
56,0.1,1.139640503823398
56,0.01,1.1625520294507878
56,0.001,1.1577058703700618
57,0.3,1.1897208900419014
57,0.1,1.139640503823398
57,0.01,1.1625520294507878
57,0.001,1.1577058703700618
58,0.3,1.1897208900419014
58,0.1,1.139640503823398
58,0.01,1.1625520294507878
58,0.001,1.1577058703700618
59,0.3,1.1897208900419014
59,0.1,1.139640503823398
59,0.01,1.1625520294507878
59,0.001,1.1577058703700618
60,0.3,1.1897208900419014
60,0.1,1.139640503823398
60,0.01,1.1625520294507878
60,0.001,1.1577058703700618
61,0.3,1.1897208900419014
61,0.1,1.139640503823398
61,0.01,1.1625520294507878
61,0.001,1.1577058703700618
62,0.3,1.1897208900419014
62,0.1,1.139640503823398
62,0.01,1.1625520294507878
62,0.001,1.1577058703700618
63,0.3,1.1897208900419014
63,0.1,1.139640503823398
63,0.01,1.1625520294507878
63,0.001,1.1577058703700618
64,0.3,1.1897208900419014
64,0.1,1.139640503823398
64,0.01,1.1625520294507878
64,0.001,1.1577058703700618
65,0.3,1.1897208900419014
65,0.1,1.139640503823398
65,0.01,1.1625520294507878
65,0.001,1.1577058703700618
66,0.3,1.1897208900419014
66,0.1,1.139640503823398
66,0.01,1.1625520294507878
66,0.001,1.1577058703700618
67,0.3,1.1897208900419014
67,0.1,1.139640503823398
67,0.01,1.1625520294507878
67,0.001,1.1577058703700618
68,0.3,1.1897208900419014
68,0.1,1.139640503823398
68,0.01,1.1625520294507878
68,0.001,1.1577058703700618
69,0.3,1.1897208900419014
69,0.1,1.139640503823398
69,0.01,1.1625520294507878
69,0.001,1.1577058703700618
70,0.3,1.1897208900419014
70,0.1,1.139640503823398
70,0.01,1.1625520294507878
70,0.001,1.1577058703700618
71,0.3,1.1897208900419014
71,0.1,1.139640503823398
71,0.01,1.1625520294507878
71,0.001,1.1577058703700618
72,0.3,1.1897208900419014
72,0.1,1.139640503823398
72,0.01,1.1625520294507878
72,0.001,1.1577058703700618
73,0.3,1.1897208900419014
73,0.1,1.139640503823398
73,0.01,1.1625520294507878
73,0.001,1.1577058703700618
74,0.3,1.1897208900419014
74,0.1,1.139640503823398
74,0.01,1.1625520294507878
74,0.001,1.1577058703700618
75,0.3,1.1897208900419014
75,0.1,1.139640503823398
75,0.01,1.1625520294507878
75,0.001,1.1577058703700618
76,0.3,1.1897208900419014
76,0.1,1.139640503823398
76,0.01,1.1625520294507878
76,0.001,1.1577058703700618
77,0.3,1.1897208900419014
77,0.1,1.139640503823398
77,0.01,1.1625520294507878
77,0.001,1.1577058703700618
78,0.3,1.1897208900419014
78,0.1,1.139640503823398
78,0.01,1.1625520294507878
78,0.001,1.1577058703700618
79,0.3,1.1897208900419014
79,0.1,1.139640503823398
79,0.01,1.1625520294507878
79,0.001,1.1577058703700618
80,0.3,1.1897208900419014
80,0.1,1.139640503823398
80,0.01,1.1625520294507878
80,0.001,1.1577058703700618
81,0.3,1.1897208900419014
81,0.1,1.139640503823398
81,0.01,1.1625520294507878
81,0.001,1.1577058703700618
82,0.3,1.1897208900419014
82,0.1,1.139640503823398
82,0.01,1.1625520294507878
82,0.001,1.1577058703700618
83,0.3,1.1897208900419014
83,0.1,1.139640503823398
83,0.01,1.1625520294507878
83,0.001,1.1577058703700618
84,0.3,1.1897208900419014
84,0.1,1.139640503823398
84,0.01,1.1625520294507878
84,0.001,1.1577058703700618
85,0.3,1.1897208900419014
85,0.1,1.139640503823398
85,0.01,1.1625520294507878
85,0.001,1.1577058703700618
86,0.3,1.1897208900419014
86,0.1,1.139640503823398
86,0.01,1.1625520294507878
86,0.001,1.1577058703700618
87,0.3,1.1897208900419014
87,0.1,1.139640503823398
87,0.01,1.1625520294507878
87,0.001,1.1577058703700618
88,0.3,1.1897208900419014
88,0.1,1.139640503823398
88,0.01,1.1625520294507878
88,0.001,1.1577058703700618
89,0.3,1.1897208900419014
89,0.1,1.139640503823398
89,0.01,1.1625520294507878
89,0.001,1.1577058703700618
90,0.3,1.1897208900419014
90,0.1,1.139640503823398
90,0.01,1.1625520294507878
90,0.001,1.1577058703700618
91,0.3,1.1897208900419014
91,0.1,1.139640503823398
91,0.01,1.1625520294507878
91,0.001,1.1577058703700618
92,0.3,1.1897208900419014
92,0.1,1.139640503823398
92,0.01,1.1625520294507878
92,0.001,1.1577058703700618
93,0.3,1.1897208900419014
93,0.1,1.139640503823398
93,0.01,1.1625520294507878
93,0.001,1.1577058703700618
94,0.3,1.1897208900419014
94,0.1,1.139640503823398
94,0.01,1.1625520294507878
94,0.001,1.1577058703700618
95,0.3,1.1897208900419014
95,0.1,1.139640503823398
95,0.01,1.1625520294507878
95,0.001,1.1577058703700618
96,0.3,1.1897208900419014
96,0.1,1.139640503823398
96,0.01,1.1625520294507878
96,0.001,1.1577058703700618
97,0.3,1.1897208900419014
97,0.1,1.139640503823398
97,0.01,1.1625520294507878
97,0.001,1.1577058703700618
98,0.3,1.1897208900419014
98,0.1,1.139640503823398
98,0.01,1.1625520294507878
98,0.001,1.1577058703700618
99,0.3,1.1897208900419014
99,0.1,1.139640503823398
99,0.01,1.1625520294507878
99,0.001,1.1577058703700618
100,0.3,1.1897208900419014
100,0.1,1.139640503823398
100,0.01,1.1625520294507878
