max_depth,eta,valor
1,0.3,3.1606782749826685
1,0.1,1.3505493640095527
1,0.01,0.767141330318902
2,0.3,0.8736345896071822
2,0.1,0.9041240348837649
2,0.01,0.7726107768055436
3,0.3,0.8228041013364485
3,0.1,0.8036762906068279
3,0.01,0.7591705965573157
4,0.3,0.9131292858028212
4,0.1,0.7729537186739128
4,0.01,0.758434858270778
5,0.3,0.8050173391904167
5,0.1,0.7826552568280819
5,0.01,0.7623939877989286
6,0.3,0.8103864318759374
6,0.1,0.7766434108436383
6,0.01,0.7753183086079428
7,0.3,0.7979984064139951
7,0.1,0.7851215079719625
7,0.01,0.791839874386409
8,0.3,0.8308645625097779
8,0.1,0.7827587151999127
8,0.01,0.7872011546263715
9,0.3,0.825528461243284
9,0.1,0.7956047696736132
9,0.01,0.7934543189896028
10,0.3,0.8280450549834305
10,0.1,0.8230141247981715
10,0.01,0.837929675841821
15,0.3,1.0356881051697517
15,0.1,0.933696669546473
15,0.01,0.9305327558472699
20,0.3,1.0834447543940287
20,0.1,1.0128964733444583
20,0.01,1.029615087374667
30,0.3,1.1339425785202362
30,0.1,1.1179228020475294
30,0.01,1.0566349262357249
40,0.3,1.1528284335729966
40,0.1,1.1350980495869158
40,0.01,1.0676818152966072
50,0.3,1.1591923427363287
50,0.1,1.1350283353739898
50,0.01,1.0759675028698243
75,0.3,1.1591923427363287
75,0.1,1.1350283353739898
75,0.01,1.075667785824977
100,0.3,1.1591923427363287
100,0.1,1.1350283353739898
100,0.01,1.075667785824977
