epoch,batch_size,hours,value
4,4,3,2.602550365577004
4,8,3,0.9554039193177926
4,12,3,0.6279306636651358
4,16,3,0.631481119383633
4,32,3,0.6521341027649813
4,64,3,0.6307546611139455
4,128,3,0.682954674921516
4,256,3,0.7462260598105108
6,4,3,2.3981907923201518
6,8,3,1.7235980659404717
6,12,3,0.6264731795934909
6,16,3,0.6307403291914011
6,32,3,0.6621956123731304
6,64,3,0.6234533015690247
6,128,3,0.6899211789082363
6,256,3,0.6770318219491773
10,4,3,2.290239313015646
10,8,3,1.2274582780635155
10,12,3,0.6177022914694378
10,16,3,0.6872608076592213
10,32,3,0.9056337595729828
10,64,3,0.6327931709479262
10,128,3,0.6365770280221352
10,256,3,0.6616607226501685
14,4,3,2.138591355559003
14,8,3,0.9769558609358474
14,12,3,0.631375556188131
14,16,3,0.7459234179183549
14,32,3,1.0394016329803648
14,64,3,0.6294730442250523
14,128,3,0.6293127747655568
14,256,3,0.6433721644072586
20,4,3,2.0897719090990203
20,8,3,1.0934881986280187
20,12,3,0.6055531660138546
20,16,3,0.8367858289352869
20,32,3,1.0751327936777375
20,64,3,0.6375931320076605
20,128,3,0.6102335797403315
20,256,3,0.6148957324507838
40,4,3,1.5657174837261119
40,8,3,0.7618129868785048
40,12,3,0.6035972491434433
40,16,3,1.1827059311213959
40,32,3,1.1894500897496822
40,64,3,0.8818890013108295
40,128,3,0.6550231741631307
40,256,3,0.606768820090047
