epoch,batch_size,hours,value
4,4,5,1.1540571535046422
4,8,5,1.4086372692773326
4,12,5,0.66796101078408
4,16,5,0.6842918111217107
4,32,5,0.6561296983087659
4,64,5,0.6958031619205027
4,128,5,0.7089931570641071
4,256,5,0.7677711851589414
6,4,5,1.4910273669782745
6,8,5,0.8327475234098312
6,12,5,0.7825250924719803
6,16,5,0.6726881256805287
6,32,5,0.6643235627618869
6,64,5,0.6627402499685694
6,128,5,0.6665741968326073
6,256,5,0.7585570506298699
10,4,5,1.8562951065788487
10,8,5,0.9335816442495452
10,12,5,0.9245145431863661
10,16,5,0.6490129736093788
10,32,5,0.6843744764847295
10,64,5,0.6547751264207277
10,128,5,0.6538637099705016
10,256,5,0.6899662469756478
14,4,5,2.0543297699241876
14,8,5,1.2893310923574766
14,12,5,1.0844697125613432
14,16,5,0.6616068083171811
14,32,5,0.8713131288439689
14,64,5,0.6431583758854935
14,128,5,0.6683683199909694
14,256,5,0.6668523329689855
20,4,5,1.9570053598343433
20,8,5,0.9756352137210041
20,12,5,1.059933076182849
20,16,5,0.7286136500213678
20,32,5,0.7747944689657954
20,64,5,0.6288884171514806
20,128,5,0.65573361287869
20,256,5,0.6547581328779586
40,4,5,1.5413453922177842
40,8,5,0.9540065098440911
40,12,5,0.8578464644761049
40,16,5,0.8358206035834645
40,32,5,0.9302161374633948
40,64,5,0.6032758685226154
40,128,5,0.6167456637302534
40,256,5,0.6494992591908727
