epoch,batch_size,hours,value
4,4,7,1.6423316218275437
4,8,7,1.0303293635406956
4,12,7,0.6874905066177478
4,16,7,0.6826886557604762
4,32,7,0.7076072971999443
4,64,7,0.7185531767402797
4,128,7,0.762898548394432
4,256,7,0.7910946443514293
6,4,7,2.90667573433229
6,8,7,1.487955457069322
6,12,7,0.7482639717215595
6,16,7,0.6756197773921436
6,32,7,0.7097020053848099
6,64,7,0.7320657369698771
6,128,7,0.7192053837043823
6,256,7,0.7399747166745012
10,4,7,2.6139373018111827
10,8,7,1.5069027736473868
10,12,7,0.8340390105831171
10,16,7,0.6644698594830598
10,32,7,0.7035924626798727
10,64,7,0.6618435749049917
10,128,7,0.8352984798480118
10,256,7,0.7471715692522735
14,4,7,2.7758922536776813
14,8,7,1.398035764619912
14,12,7,1.1224827825127832
14,16,7,0.65112182524632
14,32,7,0.674248332613086
14,64,7,0.6749857234282711
14,128,7,0.7230683915972791
14,256,7,0.7091699122437173
20,4,7,2.2879737734831664
20,8,7,1.2467162103206624
20,12,7,1.1332503738927502
20,16,7,0.635941783802614
20,32,7,0.6561851846497533
20,64,7,0.646323028246435
20,128,7,0.7273910235351576
20,256,7,0.659864433106567
40,4,7,1.8595864438142835
40,8,7,0.6587196224904279
40,12,7,1.1328358439751027
40,16,7,0.6565338649542382
40,32,7,0.6478331902372083
40,64,7,0.6277605119177346
40,128,7,0.6919814974239632
40,256,7,0.6370679833092862
