epoch,batch_size,hours,value
4,4,5,1.6797264005795294
4,8,5,1.413111241440153
4,12,5,0.663477384441783
4,16,5,0.6557692938682125
4,32,5,0.642933095721517
4,64,5,0.6915716385514188
4,128,5,0.7004848076934628
4,256,5,0.8022432181346139
6,4,5,2.2641147980240692
6,8,5,1.8112407483872959
6,12,5,0.8137089610876117
6,16,5,0.649836528316976
6,32,5,0.6771860449450051
6,64,5,0.6740831536319007
6,128,5,0.6588765909320102
6,256,5,0.7061789051559423
10,4,5,2.27349705209499
10,8,5,1.3929356201869363
10,12,5,1.0075078071501185
10,16,5,0.6518570687583116
10,32,5,0.6702783347522288
10,64,5,0.6462864476516543
10,128,5,0.662134090412645
10,256,5,0.6686266055050192
14,4,5,1.8579257112607355
14,8,5,1.0171130322908766
14,12,5,0.8492436674128209
14,16,5,0.7062310797303739
14,32,5,0.8182749533222672
14,64,5,0.6585558321962115
14,128,5,0.718144614234216
14,256,5,0.6808027115330824
20,4,5,2.013052098468213
20,8,5,1.2179418769743497
20,12,5,1.0733072978817662
20,16,5,0.7504266510296388
20,32,5,0.9764540933888125
20,64,5,0.6395848919694653
20,128,5,0.6775519677308459
20,256,5,0.6472815101949023
40,4,5,1.3731727333365897
40,8,5,0.9275138436844577
40,12,5,0.9879986981849338
40,16,5,0.8428727001179713
40,32,5,0.9866921601087116
40,64,5,0.612572073741236
40,128,5,0.6180676348314205
40,256,5,0.632839173046204
