max_depth,eta,valor
1,0.3,3.1588564889133557
1,0.1,1.378618098487727
1,0.01,0.7667764119337127
2,0.3,0.9124859830050047
2,0.1,0.9407076508458255
2,0.01,0.7813698424097473
3,0.3,0.9508524825936044
3,0.1,0.8274729141054461
3,0.01,0.7568194151601745
4,0.3,0.9123246144142851
4,0.1,0.7748862117988486
4,0.01,0.7522079242383032
5,0.3,0.7995778154326036
5,0.1,0.7505894969255427
5,0.01,0.7438818618906851
6,0.3,0.7964384946512616
6,0.1,0.7480812851331649
6,0.01,0.7444150299425515
7,0.3,0.8018838936381154
7,0.1,0.7501965538259475
7,0.01,0.7477565181669974
8,0.3,0.8027403573689705
8,0.1,0.7564727803980751
8,0.01,0.7565152999639352
9,0.3,0.825126273843394
9,0.1,0.7639673063475121
9,0.01,0.7592921029743372
10,0.3,0.819880675355175
10,0.1,0.7662448622839205
10,0.01,0.7632186462941387
15,0.3,0.8736087842608431
15,0.1,0.8110311174486116
15,0.01,0.7996232670739446
20,0.3,0.9163603852701749
20,0.1,0.8369060806120581
20,0.01,0.8339076612824415
30,0.3,0.9490648869949406
30,0.1,0.8487563473090719
30,0.01,0.8457589457123912
40,0.3,0.9515536375078352
40,0.1,0.8556763094089226
40,0.01,0.8645367094984806
50,0.3,0.9494951276191942
50,0.1,0.8595246533002587
50,0.01,0.866075628011824
75,0.3,0.9494951276191942
75,0.1,0.8594532947071455
75,0.01,0.8671361080815325
100,0.3,0.9494951276191942
100,0.1,0.8595246533002587
100,0.01,0.8671361080815325
