epoch,batch_size,value
4,4,1.0332160833683548
4,8,2.6615388180671533
4,12,3.8534555879534103
4,16,1.8396932110796491
4,32,1.029230167633682
4,64,1.0593319133502923
4,128,2.2358053844219405
4,256,0.8621295757275018
6,4,1.5600984099857333
6,8,0.721763003615105
6,12,0.703931291206225
6,16,0.773226092700619
6,32,0.8169499904622339
6,64,1.0504194177910073
6,128,1.9134208417834668
6,256,0.9883570044660988
10,4,2.5966145898811086
10,8,0.7593827191653847
10,12,0.7429888844596565
10,16,1.342668729768103
10,32,0.9571574402964038
10,64,0.7429462938959045
10,128,1.1098736364873711
10,256,1.4455838561277081
14,4,2.7104336535129394
14,8,0.7134259175009763
14,12,0.613229804175041
14,16,0.8285054161559854
14,32,0.7212756731626209
14,64,0.7710070489278712
14,128,1.0348585155637615
14,256,1.6715024983951772
20,4,2.625020922631735
20,8,0.774170362453261
20,12,0.6831296380582861
20,16,0.7054832202320334
20,32,0.6391461326093428
20,64,0.7075046428253858
20,128,0.8052687797846115
20,256,0.7996890380531495
40,4,2.316424449617658
40,8,1.890512277901089
40,12,1.1789358184705687
40,16,0.7397686211459018
40,32,0.8768190812848499
40,64,0.7295962631631213
40,128,0.7751405903755548
40,256,0.7861513875092793
