epoch,batch_size,value
4,4,2.864830922780277
4,8,0.6491388562830905
4,12,0.8970417528144118
4,16,0.966108380700453
4,32,0.664892557149962
4,64,0.7710394645415244
4,128,0.8690523058983016
4,256,0.796190014896208
6,4,2.4873585678992414
6,8,0.714234696229204
6,12,0.6411907870875495
6,16,0.6740367276789274
6,32,0.6508883266534088
6,64,0.6430832610109903
6,128,0.6601949526869935
6,256,0.8125754646438409
10,4,2.260644019685153
10,8,0.6390315298262167
10,12,0.6333337289257113
10,16,0.6545792430736426
10,32,0.6408309960757393
10,64,0.6500544757662148
10,128,0.7206134061504295
10,256,0.9482937377116749
14,4,2.0458304082071446
14,8,0.7789452509918287
14,12,0.6348859676500367
14,16,0.6752108226309506
14,32,0.6729123148612036
14,64,0.644996628006463
14,128,0.6734963027394868
14,256,0.7591691278686713
20,4,1.6312436852773937
20,8,0.8291703874582603
20,12,0.6320728946915354
20,16,0.633384192529227
20,32,0.6719699853450682
20,64,0.657800950022413
20,128,0.6675594825764551
20,256,0.7842346345669424
40,4,2.264828759456377
40,8,1.3739743802345552
40,12,1.2268963333081073
40,16,0.7333461337764439
40,32,0.7911581273588791
40,64,0.63843510434012
40,128,0.6412213757979391
40,256,0.7006536185238245
