date,open,high,low,close
2018-01-09 02:00:00,15000.0,15500.0,14100.0,14400.0
2018-01-10 02:00:00,14500.0,15000.0,13200.0,15000.0
2018-01-11 02:00:00,15000.0,15000.0,11400.0,13300.0
2018-01-12 02:00:00,13300.0,14200.0,12500.0,13800.0
2018-01-13 02:00:00,14000.0,14600.0,14000.0,14300.0
2018-01-14 02:00:00,14300.0,14400.0,12600.0,13500.0
2018-01-15 02:00:00,13500.0,14300.0,13200.0,13600.0
2018-01-16 02:00:00,13500.0,13600.0,10700.0,12000.0
2018-01-17 02:00:00,10400.0,11700.0,9100.0,10700.0
2018-01-18 02:00:00,11000.0,11900.0,10500.0,11000.0
2018-01-19 02:00:00,11000.0,11800.0,10400.0,11300.0
2018-01-20 02:00:00,11500.0,13100.0,11500.0,12900.0
2018-01-21 02:00:00,12800.0,12800.0,11000.0,11200.0
2018-01-22 02:00:00,11600.0,12000.0,10000.0,10700.0
2018-01-23 02:00:00,10800.0,11400.0,10000.0,11100.0
2018-01-24 02:00:00,10800.0,11600.0,10500.0,11100.0
2018-01-25 02:00:00,11400.0,11800.0,11000.0,11200.0
2018-01-26 02:00:00,11200.0,11700.0,10400.0,10900.0
2018-01-27 02:00:00,11100.0,11700.0,10900.0,11600.0
2018-01-28 02:00:00,11500.0,12300.0,11500.0,12000.0
2018-01-29 02:00:00,11900.0,12000.0,11200.0,11200.0
2018-01-30 02:00:00,11300.0,11400.0,9900.0,10400.0
2018-01-31 02:00:00,10300.0,10500.0,9700.0,10200.0
2018-02-01 02:00:00,10300.0,10400.0,8800.0,9200.0
2018-02-02 02:00:00,9300.0,9300.0,8100.0,8900.0
2018-02-03 02:00:00,8900.0,9500.0,8300.0,9100.0
2018-02-04 02:00:00,9200.0,9400.0,8000.0,8500.0
2018-02-05 02:00:00,8200.0,8400.0,6700.0,6900.0
2018-02-06 02:00:00,7000.0,7900.0,6100.0,7600.0
2018-02-07 02:00:00,7700.0,8500.0,7200.0,7800.0
2018-02-08 02:00:00,7600.0,7900.0,7600.0,7800.0
2018-02-09 02:00:00,7900.0,8800.0,7900.0,8600.0
2018-02-10 02:00:00,8700.0,9100.0,8200.0,8600.0
2018-02-11 02:00:00,8600.0,8600.0,7800.0,8300.0
2018-02-12 02:00:00,8100.0,9000.0,8100.0,8900.0
2018-02-13 02:00:00,9000.0,9000.0,8400.0,8600.0
2018-02-14 02:00:00,8600.0,9400.0,8600.0,9400.0
2018-02-16 02:00:00,9900.0,10200.0,9700.0,10200.0
2018-02-17 02:00:00,10200.0,11000.0,10100.0,11000.0
2018-02-18 02:00:00,11100.0,11300.0,10100.0,10600.0
2018-02-19 02:00:00,10400.0,11300.0,10300.0,11100.0
2018-02-20 02:00:00,11200.0,11800.0,11200.0,11500.0
2018-02-21 02:00:00,11200.0,11400.0,10200.0,10500.0
2018-02-22 02:00:00,10500.0,11000.0,9700.0,10000.0
2018-02-23 02:00:00,9900.0,10500.0,9600.0,10200.0
2018-02-24 02:00:00,10200.0,10500.0,9400.0,9600.0
2018-02-25 02:00:00,9700.0,9900.0,9300.0,9700.0
2018-02-26 02:00:00,9600.0,10500.0,9400.0,10400.0
2018-02-27 02:00:00,10400.0,10900.0,10200.0,10800.0
2018-02-28 02:00:00,10600.0,11100.0,10400.0,10500.0
2018-03-01 02:00:00,10400.0,11100.0,10300.0,11000.0
2018-03-02 02:00:00,11000.0,11200.0,10800.0,11200.0
2018-03-03 02:00:00,11100.0,11600.0,11100.0,11500.0
2018-03-04 02:00:00,11500.0,11500.0,11100.0,11500.0
2018-03-05 02:00:00,11600.0,11800.0,11500.0,11600.0
2018-03-06 02:00:00,11500.0,11500.0,10600.0,10800.0
2018-03-07 02:00:00,10800.0,10900.0,9400.0,10000.0
2018-03-08 02:00:00,10000.0,10100.0,9100.0,9300.0
2018-03-09 02:00:00,9300.0,9500.0,8400.0,9300.0
2018-03-10 02:00:00,9300.0,9500.0,8700.0,8900.0
2018-03-11 02:00:00,8800.0,9800.0,8500.0,9600.0
2018-03-12 02:00:00,9600.0,9900.0,8800.0,9100.0
2018-03-13 02:00:00,9200.0,9500.0,8900.0,9200.0
2018-03-14 02:00:00,9200.0,9400.0,8000.0,8200.0
2018-03-15 02:00:00,8200.0,8500.0,7700.0,8400.0
2018-03-16 02:00:00,8300.0,8700.0,7900.0,8500.0
2018-03-17 02:00:00,8300.0,8400.0,7800.0,8000.0
2018-03-18 02:00:00,7900.0,8400.0,7400.0,8200.0
2018-03-19 02:00:00,8200.0,8800.0,8100.0,8600.0
2018-03-20 02:00:00,8600.0,9100.0,8300.0,9000.0
2018-03-21 02:00:00,9000.0,9200.0,8800.0,8900.0
2018-03-22 02:00:00,8900.0,9100.0,8500.0,8800.0
2018-03-23 02:00:00,8800.0,8800.0,8300.0,8700.0
2018-03-24 02:00:00,8900.0,9000.0,8600.0,8700.0
2018-03-25 02:00:00,8600.0,8700.0,8400.0,8500.0
2018-03-26 02:00:00,8500.0,8600.0,7900.0,8200.0
2018-03-27 02:00:00,8200.0,8300.0,7800.0,8000.0
2018-03-28 02:00:00,7800.0,8200.0,7800.0,8000.0
2018-03-29 02:00:00,8000.0,8000.0,7000.0,7200.0
2018-03-30 02:00:00,7100.0,7300.0,6700.0,6800.0
2018-03-31 02:00:00,6900.0,7300.0,6800.0,7000.0
2018-04-01 02:00:00,7000.0,7100.0,6500.0,6900.0
2018-04-02 02:00:00,6900.0,7100.0,6800.0,7100.0
2018-04-03 02:00:00,7100.0,7600.0,7100.0,7400.0
2018-04-04 02:00:00,7500.0,7500.0,6800.0,6800.0
2018-04-05 02:00:00,6800.0,7000.0,6600.0,6900.0
2018-04-06 02:00:00,6800.0,6900.0,6500.0,6600.0
2018-04-07 02:00:00,6700.0,7100.0,6600.0,7000.0
2018-04-08 02:00:00,6900.0,7200.0,6900.0,7100.0
2018-04-09 02:00:00,7100.0,7200.0,6700.0,6700.0
2018-04-10 02:00:00,6800.0,6900.0,6700.0,6800.0
2018-04-11 02:00:00,6900.0,7000.0,6800.0,7000.0
2018-04-12 02:00:00,7000.0,8000.0,6800.0,7900.0
2018-04-13 02:00:00,8000.0,8300.0,7800.0,7900.0
2018-04-14 02:00:00,7900.0,8200.0,7900.0,8100.0
2018-04-15 02:00:00,8100.0,8500.0,8000.0,8400.0
2018-04-16 02:00:00,8400.0,8500.0,7900.0,8100.0
2018-04-17 02:00:00,8100.0,8200.0,7900.0,8000.0
2018-04-18 02:00:00,7900.0,8300.0,7900.0,8200.0
2018-04-19 02:00:00,8200.0,8300.0,8100.0,8300.0
2018-04-20 02:00:00,8300.0,9000.0,8200.0,8900.0
2018-04-21 02:00:00,8900.0,9100.0,8600.0,8900.0
2018-04-22 02:00:00,9000.0,9100.0,8800.0,8900.0
2018-04-23 02:00:00,8800.0,9000.0,8800.0,9000.0
2018-04-24 02:00:00,9000.0,9600.0,9000.0,9600.0
2018-04-25 02:00:00,9700.0,9800.0,8800.0,9000.0
2018-04-26 02:00:00,8900.0,9300.0,8700.0,9300.0
2018-04-27 02:00:00,9300.0,9400.0,9000.0,9100.0
2018-04-28 02:00:00,9000.0,9500.0,8900.0,9400.0
2018-04-29 02:00:00,9400.0,9600.0,9200.0,9500.0
2018-04-30 02:00:00,9500.0,9500.0,9200.0,9200.0
2018-05-01 02:00:00,9300.0,9300.0,8900.0,9100.0
2018-05-02 02:00:00,9100.0,9300.0,9000.0,9300.0
2018-05-03 02:00:00,9300.0,9800.0,9200.0,9800.0
2018-05-04 02:00:00,9800.0,9900.0,9600.0,9800.0
2018-05-05 02:00:00,9800.0,10100.0,9700.0,9900.0
2018-05-06 02:00:00,9900.0,10000.0,9500.0,9700.0
2018-05-07 02:00:00,9700.0,9700.0,9200.0,9400.0
2018-05-08 02:00:00,9400.0,9500.0,9100.0,9200.0
2018-05-09 02:00:00,9200.0,9400.0,9000.0,9400.0
2018-05-10 02:00:00,9400.0,9400.0,9100.0,9100.0
2018-05-11 02:00:00,9100.0,9100.0,8400.0,8500.0
2018-05-12 02:00:00,8500.0,8700.0,8200.0,8500.0
2018-05-13 02:00:00,8500.0,8800.0,8300.0,8800.0
2018-05-14 02:00:00,8700.0,8900.0,8300.0,8700.0
2018-05-15 02:00:00,8700.0,8900.0,8500.0,8500.0
2018-05-16 02:00:00,8500.0,8500.0,8100.0,8300.0
2018-05-17 02:00:00,8400.0,8500.0,8100.0,8100.0
2018-05-18 02:00:00,8100.0,8300.0,8000.0,8300.0
2018-05-19 02:00:00,8300.0,8400.0,8100.0,8300.0
2018-05-20 02:00:00,8300.0,8700.0,8200.0,8500.0
2018-05-21 02:00:00,8600.0,8600.0,8400.0,8400.0
2018-05-22 02:00:00,8400.0,8500.0,8000.0,8000.0
2018-05-23 02:00:00,8000.0,8100.0,7500.0,7600.0
2018-05-24 02:00:00,7600.0,7800.0,7300.0,7600.0
2018-05-25 02:00:00,7600.0,7700.0,7400.0,7400.0
2018-05-26 02:00:00,7500.0,7700.0,7300.0,7400.0
2018-05-27 02:00:00,7400.0,7400.0,7300.0,7400.0
2018-05-28 02:00:00,7400.0,7500.0,7100.0,7200.0
2018-05-29 02:00:00,7100.0,7600.0,7100.0,7500.0
2018-05-30 02:00:00,7500.0,7600.0,7300.0,7400.0
2018-05-31 02:00:00,7400.0,7700.0,7400.0,7500.0
2018-06-01 02:00:00,7500.0,7700.0,7400.0,7600.0
2018-06-02 02:00:00,7600.0,7700.0,7500.0,7700.0
2018-06-03 02:00:00,7700.0,7800.0,7600.0,7800.0
2018-06-04 02:00:00,7800.0,7800.0,7500.0,7600.0
2018-06-05 02:00:00,7500.0,7700.0,7400.0,7700.0
2018-06-06 02:00:00,7700.0,7700.0,7500.0,7700.0
2018-06-07 02:00:00,7700.0,7800.0,7700.0,7700.0
2018-06-08 02:00:00,7700.0,7800.0,7600.0,7700.0
2018-06-09 02:00:00,7700.0,7700.0,7600.0,7700.0
2018-06-10 02:00:00,7500.0,7500.0,6700.0,6700.0
2018-06-11 02:00:00,6800.0,6900.0,6700.0,6800.0
2018-06-12 02:00:00,6900.0,6900.0,6500.0,6600.0
2018-06-13 02:00:00,6600.0,6700.0,6200.0,6400.0
2018-06-14 02:00:00,6300.0,6800.0,6300.0,6700.0
2018-06-15 02:00:00,6700.0,6700.0,6400.0,6400.0
2018-06-16 02:00:00,6400.0,6600.0,6400.0,6600.0
2018-06-17 02:00:00,6500.0,6600.0,6500.0,6500.0
2018-06-18 02:00:00,6500.0,6800.0,6400.0,6800.0
2018-06-19 02:00:00,6800.0,6900.0,6700.0,6800.0
2018-06-20 02:00:00,6800.0,6900.0,6600.0,6800.0
2018-06-21 02:00:00,6800.0,6800.0,6700.0,6800.0
2018-06-22 02:00:00,6800.0,6800.0,6000.0,6100.0
2018-06-23 02:00:00,6100.0,6300.0,6100.0,6200.0
2018-06-24 02:00:00,6200.0,6300.0,5800.0,6200.0
2018-06-25 02:00:00,6200.0,6400.0,6100.0,6300.0
2018-06-26 02:00:00,6300.0,6300.0,6100.0,6200.0
2018-06-27 02:00:00,6100.0,6200.0,6000.0,6200.0
2018-06-28 02:00:00,6200.0,6200.0,5900.0,6000.0
2018-06-29 02:00:00,5900.0,6300.0,5800.0,6300.0
2018-06-30 02:00:00,6200.0,6600.0,6200.0,6400.0
2018-07-01 02:00:00,6400.0,6500.0,6300.0,6400.0
2018-07-02 02:00:00,6400.0,6700.0,6300.0,6700.0
2018-07-03 02:00:00,6700.0,6700.0,6500.0,6500.0
2018-07-04 02:00:00,6600.0,6800.0,6500.0,6600.0
2018-07-05 02:00:00,6600.0,6700.0,6500.0,6600.0
2018-07-06 02:00:00,6600.0,6700.0,6500.0,6600.0
2018-07-07 02:00:00,6700.0,6700.0,6600.0,6600.0
2018-07-08 02:00:00,6800.0,6800.0,6800.0,6800.0
2018-07-09 02:00:00,6800.0,6900.0,6700.0,6700.0
2018-07-10 02:00:00,6700.0,6700.0,6400.0,6400.0
2018-07-11 02:00:00,6300.0,6500.0,6300.0,6400.0
2018-07-12 02:00:00,6400.0,6400.0,6200.0,6200.0
2018-07-13 02:00:00,6300.0,6400.0,6200.0,6300.0
2018-07-14 02:00:00,6300.0,6400.0,6200.0,6300.0
2018-07-15 02:00:00,6300.0,6400.0,6300.0,6400.0
