epoch,batch_size,hours,value
4,4,7,7.8251567957616315
4,8,7,4.320684247173453
4,12,7,1.101317401081253
4,16,7,1.5818734859482166
4,32,7,0.8256679736165612
4,64,7,0.8941234864123296
4,128,7,1.0261149529144227
4,256,7,1.5088746899096515
6,4,7,2.2222423412922745
6,8,7,1.0139664003288982
6,12,7,0.8494104768557856
6,16,7,1.2808574044403134
6,32,7,0.8399177433297825
6,64,7,0.8453737816231303
6,128,7,1.5036638351551659
6,256,7,1.0480442022510885
10,4,7,2.8152079359486035
10,8,7,1.0584054295721024
10,12,7,0.8195261522310985
10,16,7,0.8915829011093446
10,32,7,0.7728066261815195
10,64,7,0.7933775938256816
10,128,7,1.6592549587478054
10,256,7,1.7764436457793433
14,4,7,4.931869502848455
14,8,7,0.9184478627300455
14,12,7,0.8904453917316337
14,16,7,0.7985390481996745
14,32,7,0.8186267024623047
14,64,7,0.7900369637095238
14,128,7,0.9836989957670681
14,256,7,1.0271072464050297
20,4,7,7.8798660335275095
20,8,7,0.8127927026711357
20,12,7,0.7976358551272255
20,16,7,0.8003141483369159
20,32,7,0.8309295494737653
20,64,7,0.8119405930596575
20,128,7,0.8706642077216412
20,256,7,1.2132217628247228
40,4,7,1.7577204955639538
40,8,7,2.8543410473731736
40,12,7,2.580391804317481
40,16,7,0.8721605406150148
40,32,7,0.7348409399115285
40,64,7,0.7882274518647255
40,128,7,1.1150501717587251
40,256,7,0.9639525900806705
