epoch,batch_size,hours,value
4,4,21,10.22858448944345
4,8,21,11.215947580486185
4,12,21,11.609190799910348
4,16,21,2.601005270425536
4,32,21,1.3577996858581138
4,64,21,1.3452777197722576
4,128,21,1.3980439882169775
4,256,21,2.3618565574502015
6,4,21,8.284637317984538
6,8,21,7.960437322931287
6,12,21,4.687639761434372
6,16,21,6.201340136953317
6,32,21,1.1313443143340867
6,64,21,1.1907178404543406
6,128,21,3.7628473947502017
6,256,21,1.6871165336529999
10,4,21,1.155826717616597
10,8,21,3.7356385145579987
10,12,21,8.989381250100626
10,16,21,1.0467581783098474
10,32,21,1.530868575519298
10,64,21,0.9545488562154694
10,128,21,2.821147633688139
10,256,21,1.7258589818185128
14,4,21,1.2277246332310643
14,8,21,4.3308479810225595
14,12,21,2.51184637250121
14,16,21,2.6198021074857656
14,32,21,0.9783533863185128
14,64,21,1.2603555082199531
14,128,21,1.1403644317257706
14,256,21,1.4837458621107613
20,4,21,0.9191541987057186
20,8,21,4.668349586698264
20,12,21,3.996432779340373
20,16,21,1.7741745470745263
20,32,21,0.9434454812140302
20,64,21,1.16675144917331
20,128,21,1.311702903108813
20,256,21,1.5855190181329883
40,4,21,10.043289611957487
40,8,21,5.499949190094831
40,12,21,4.721579684700094
40,16,21,1.6784219455396412
40,32,21,1.7177152496901171
40,64,21,1.2082330412392348
40,128,21,1.1194043734591714
40,256,21,1.3267935393883954
