epoch,batch_size,hours,value
4,4,5,3.216084666754408
4,8,5,0.821482768674016
4,12,5,1.2180616030319957
4,16,5,1.7075522356630777
4,32,5,0.8294217989045495
4,64,5,0.8792696351777624
4,128,5,1.1672801149219851
4,256,5,5.971785727847835
6,4,5,3.090060822054282
6,8,5,1.0259018255398542
6,12,5,0.8174480681242198
6,16,5,1.043790906807718
6,32,5,0.9188542026902277
6,64,5,0.7810665619099997
6,128,5,0.842749162279064
6,256,5,2.364908169065257
10,4,5,2.0187114555907724
10,8,5,0.7540477627945356
10,12,5,0.7820859098979677
10,16,5,0.8242529462118808
10,32,5,1.0187393958663105
10,64,5,0.8282016535296812
10,128,5,0.8691970465654573
10,256,5,0.946482772996067
14,4,5,1.9422090727703838
14,8,5,0.7717017722156261
14,12,5,0.813984284769702
14,16,5,0.8912401703451929
14,32,5,0.7955557294420009
14,64,5,0.7572387125174311
14,128,5,1.7383119646829135
14,256,5,1.9952615410430399
20,4,5,4.824980710411913
20,8,5,1.5062066412045148
20,12,5,0.75072769032673
20,16,5,0.7418031450092544
20,32,5,0.8906726028615218
20,64,5,0.7478515055142477
20,128,5,0.9523525819863691
20,256,5,1.0554432069703477
40,4,5,4.860913558682627
40,8,5,1.090380633374326
40,12,5,2.0976980307301765
40,16,5,0.6999402231513141
40,32,5,0.8176719296629412
40,64,5,0.7037471766980706
40,128,5,0.887388022944541
40,256,5,0.9197126755866283
