max_depth,eta,valor
1,0.3,3.1610317329848705
1,0.1,1.3500284927742752
1,0.01,0.7689792426008096
2,0.3,0.8631581135896897
2,0.1,1.0005462611735718
2,0.01,0.7752470678755741
3,0.3,0.7918299935822444
3,0.1,0.8205307761760696
3,0.01,0.761494784890331
4,0.3,0.9051701958885429
4,0.1,0.7757389766069346
4,0.01,0.7607101997763007
5,0.3,0.8022604699594992
5,0.1,0.7762686140670599
5,0.01,0.7601466022693656
6,0.3,0.7929570188710785
6,0.1,0.7864840843989782
6,0.01,0.7796563728229225
7,0.3,0.8149055717610862
7,0.1,0.8097325942787529
7,0.01,0.7870742716674283
8,0.3,0.8196763526533846
8,0.1,0.7956950872138524
8,0.01,0.8039524870449061
9,0.3,0.8258833775004675
9,0.1,0.8230677624851027
9,0.01,0.8296063270185391
10,0.3,0.8790958775303198
10,0.1,0.8310038427703568
10,0.01,0.8399979713287675
15,0.3,0.8992541130328461
15,0.1,0.9580474973570872
15,0.01,0.9762345957267295
20,0.3,1.1032764029942883
20,0.1,0.9928498543941434
20,0.01,1.0828691626994762
30,0.3,1.1631987999414601
30,0.1,1.056107847273698
30,0.01,1.0990983345938308
40,0.3,1.1903765688760712
40,0.1,1.0676776332973168
40,0.01,1.0985086350605275
50,0.3,1.1900289265141706
50,0.1,1.0676776332973168
50,0.01,1.0985086350605275
75,0.3,1.1900289265141706
75,0.1,1.0676776332973168
75,0.01,1.0985086350605275
100,0.3,1.1900289265141706
100,0.1,1.0676776332973168
100,0.01,1.0985086350605275
