max_depth,eta,valor
1,0.3,3.159602570373612
1,0.1,1.3511022692113226
1,0.01,0.767009378841472
2,0.3,0.8257162214750705
2,0.1,0.879060858425246
2,0.01,0.7702542964062041
3,0.3,0.7704103094720657
3,0.1,0.7975943941607169
3,0.01,0.7535160512057438
4,0.3,0.7915016322991553
4,0.1,0.757945177797969
4,0.01,0.745994884355449
5,0.3,0.7728232493251821
5,0.1,0.7490867695777245
5,0.01,0.7403151539374572
6,0.3,0.7814540030511679
6,0.1,0.7407010157189579
6,0.01,0.7401816530124106
7,0.3,0.7862390149810081
7,0.1,0.7467668568955135
7,0.01,0.740599130123607
8,0.3,0.7696311167908759
8,0.1,0.7447053398922212
8,0.01,0.7411083642037234
9,0.3,0.7771950743693208
9,0.1,0.7486231856549453
9,0.01,0.7476820304775065
10,0.3,0.7780466613478779
10,0.1,0.7471111753933608
10,0.01,0.7491018374108946
15,0.3,0.8154003464449996
15,0.1,0.7701214354150255
15,0.01,0.7681515757218332
20,0.3,0.8430666117929435
20,0.1,0.8010527957950686
20,0.01,0.8167801711379387
30,0.3,0.9135859362429204
30,0.1,0.8671611501336927
30,0.01,0.8658103050800934
40,0.3,0.9263457071693638
40,0.1,0.8800683048320619
40,0.01,0.8956148781314415
50,0.3,0.9357895552489236
50,0.1,0.8932451965923858
50,0.01,0.8979145645617381
75,0.3,0.9353780584399116
75,0.1,0.8870331268994561
75,0.01,0.895716864488612
100,0.3,0.9353780584399116
100,0.1,0.8870331268994561
100,0.01,0.895716864488612
