max_depth,eta,valor
1,0.3,3.162397190017454
1,0.1,1.378618098487727
1,0.01,0.7672378161946698
2,0.3,0.8155083605885948
2,0.1,1.0895288076689358
2,0.01,0.7839791641790621
3,0.3,0.9088426034798524
3,0.1,0.8387175702205615
3,0.01,0.7628403045518015
4,0.3,0.8850759026310488
4,0.1,0.7840589006395998
4,0.01,0.7629690951938108
5,0.3,0.7980233110418798
5,0.1,0.7702112253950373
5,0.01,0.7719041572277233
6,0.3,0.8012546021410241
6,0.1,0.7813639231473876
6,0.01,0.7771753326621001
7,0.3,0.8240656698130421
7,0.1,0.7869293533361703
7,0.01,0.7848091313535132
8,0.3,0.8264281174532435
8,0.1,0.7948234322622094
8,0.01,0.7851246547775362
9,0.3,0.8473470629430188
9,0.1,0.8119795437920867
9,0.01,0.7916724652939541
10,0.3,0.8788525607487117
10,0.1,0.831830936238343
10,0.01,0.8126808281217671
15,0.3,0.9679749766660712
15,0.1,0.8782994404049763
15,0.01,0.8690573771258734
20,0.3,1.0087590707212897
20,0.1,0.9398923433582979
20,0.01,0.9442478749257188
30,0.3,1.0364701816910546
30,0.1,0.9564903748447928
30,0.01,1.0187415765909735
40,0.3,1.0374234014082635
40,0.1,0.9366675896969684
40,0.01,1.019541529017729
50,0.3,1.0357813742117554
50,0.1,0.9657515174708022
50,0.01,1.0169681145092873
75,0.3,1.0397150634917371
75,0.1,0.9657515174708022
75,0.01,1.0169681145092873
100,0.3,1.0397150634917371
100,0.1,0.9657515174708022
100,0.01,1.0169681145092873
