max_depth,eta,valor
1,0.3,3.148583918420969
1,0.1,1.4261723612967774
1,0.01,0.7607261814190882
2,0.3,0.9171823442569931
2,0.1,1.195448805561405
2,0.01,0.7626817791362362
3,0.3,1.0814767341463198
3,0.1,0.8169673584337324
3,0.01,0.7499278459033196
4,0.3,0.9081378327415721
4,0.1,0.7513474141556036
4,0.01,0.7449092452317495
5,0.3,0.7998149316029104
5,0.1,0.7478472062665873
5,0.01,0.7428657604255363
6,0.3,0.8084810274802064
6,0.1,0.751957997739081
6,0.01,0.7517523031354026
7,0.3,0.8056939218073677
7,0.1,0.7657458625353868
7,0.01,0.7543568461047522
8,0.3,0.8342035104873897
8,0.1,0.776481619374316
8,0.01,0.7662896319331236
9,0.3,0.8326239201555334
9,0.1,0.793282385432219
9,0.01,0.7755801423687495
10,0.3,0.873539454577215
10,0.1,0.7833590558247056
10,0.01,0.7831308909171257
15,0.3,0.8813429049178593
15,0.1,0.814172150751557
15,0.01,0.8050316444705684
20,0.3,0.9085139697002526
20,0.1,0.8396678412154258
20,0.01,0.8254477134556879
30,0.3,0.9257043017397181
30,0.1,0.8422960907771118
30,0.01,0.8078815642299347
40,0.3,0.8989430436595156
40,0.1,0.837109072962149
40,0.01,0.8147815083341297
50,0.3,0.9003939147933843
50,0.1,0.8296765409070345
50,0.01,0.8115830574012349
75,0.3,0.9003939147933843
75,0.1,0.8293605822804145
75,0.01,0.8111600811458876
100,0.3,0.9003939147933843
100,0.1,0.8293605822804145
100,0.01,0.8084425643397982
