max_depth,eta,valor
1,0.3,3.159065693517684
1,0.1,1.3479313625056761
1,0.01,0.7610821128276531
2,0.3,0.8949022522582297
2,0.1,1.04701567450137
2,0.01,0.769374809382897
3,0.3,0.8602296309822295
3,0.1,0.8037770817464868
3,0.01,0.7500875750712076
4,0.3,0.8425272593449126
4,0.1,0.7505055726050089
4,0.01,0.7422047784275246
5,0.3,0.7874142561263533
5,0.1,0.7475320536188965
5,0.01,0.7355426794844938
6,0.3,0.7753117045890918
6,0.1,0.7420140348108211
6,0.01,0.7355532431848514
7,0.3,0.7757085082043558
7,0.1,0.7366154948515552
7,0.01,0.7386261752972983
8,0.3,0.7766906631269536
8,0.1,0.7426547682045365
8,0.01,0.7496410581624826
9,0.3,0.787854711492327
9,0.1,0.760578412305385
9,0.01,0.7522885791138189
10,0.3,0.8107987396401121
10,0.1,0.7640554465209188
10,0.01,0.7579166717453119
15,0.3,0.8409534293766427
15,0.1,0.7976141882453263
15,0.01,0.8027976265714242
20,0.3,0.8973187081347329
20,0.1,0.8383076767740688
20,0.01,0.8456151212188984
30,0.3,0.9419538759539026
30,0.1,0.8907567115251767
30,0.01,0.8846058485950601
40,0.3,0.9403301446454732
40,0.1,0.8886889876570446
40,0.01,0.8873336355483168
50,0.3,0.9379903055913765
50,0.1,0.8918403319861774
50,0.01,0.8894721052657885
75,0.3,0.9380744196385843
75,0.1,0.8910920123350053
75,0.01,0.8885452103976063
100,0.3,0.9380744196385843
100,0.1,0.8910920123350053
100,0.01,0.8873487324028558
