max_depth,eta,valor
1,0.3,3.162672661663593
1,0.1,1.3479313625056761
1,0.01,0.7610586198846722
2,0.3,0.8415816166224644
2,0.1,1.0703066212385093
2,0.01,0.7714137384837817
3,0.3,0.8715604946023457
3,0.1,0.8086378698777286
3,0.01,0.7546035825720528
4,0.3,0.8712589426920252
4,0.1,0.7694600131310213
4,0.01,0.7554875099614101
5,0.3,0.7936843794948989
5,0.1,0.7625194776720834
5,0.01,0.7581381585715151
6,0.3,0.7821024323915007
6,0.1,0.7691732116467388
6,0.01,0.7659063880255143
7,0.3,0.8141293264805243
7,0.1,0.7753384147825204
7,0.01,0.7750856713698733
8,0.3,0.859697698394413
8,0.1,0.8026235753438449
8,0.01,0.7731918383385844
9,0.3,0.853276823638063
9,0.1,0.8530949716807953
9,0.01,0.7875382859612635
10,0.3,0.9072715483176581
10,0.1,0.8359943139736981
10,0.01,0.8037224330207952
15,0.3,0.9635845994454905
15,0.1,0.9376175663509
15,0.01,0.8840414274767159
20,0.3,1.0160166752879396
20,0.1,0.9331350118476858
20,0.01,0.9240494916208
30,0.3,1.0263319158446054
30,0.1,0.9560553639601489
30,0.01,0.9776689880957723
40,0.3,1.0298506433050054
40,0.1,0.9297414609067967
40,0.01,0.9267416066188857
50,0.3,1.031707036044783
50,0.1,0.9300646301488438
50,0.01,0.9361015354663
75,0.3,1.0328682250617518
75,0.1,0.9300646301488438
75,0.01,0.9361015354663
100,0.3,1.0328682250617518
100,0.1,0.9300646301488438
100,0.01,0.9361015354663
