max_depth,eta,valor
1,0.3,3.164235431643451
1,0.1,1.3474748253882844
1,0.01,0.7697865992459646
2,0.3,0.8683476547511538
2,0.1,1.0513944667373158
2,0.01,0.7748179917715872
3,0.3,0.8211757030141669
3,0.1,0.8506794871385982
3,0.01,0.7690852461939327
4,0.3,0.8827112526919547
4,0.1,0.7765252835737217
4,0.01,0.7689104739457377
5,0.3,0.7883565514625136
5,0.1,0.7761343712035988
5,0.01,0.7722681619480619
6,0.3,0.846588720414309
6,0.1,0.7826533160020623
6,0.01,0.7862641746501271
7,0.3,0.8290272540187044
7,0.1,0.8072785317708432
7,0.01,0.7948606134434263
8,0.3,0.8154319692627843
8,0.1,0.8320841774730442
8,0.01,0.8331771276707214
9,0.3,0.8679129135855402
9,0.1,0.8552826361085376
9,0.01,0.8794818818401365
10,0.3,0.9136798307270365
10,0.1,0.8983251013092759
10,0.01,0.8961020978659893
15,0.3,1.0454009216176339
15,0.1,1.0554397033806502
15,0.01,1.059311447697767
20,0.3,1.1490940127505886
20,0.1,1.0945804447846101
20,0.01,1.1350193502423227
30,0.3,1.1837881176624951
30,0.1,1.1568971407523987
30,0.01,1.1549145562523022
40,0.3,1.1897208900419014
40,0.1,1.139640503823398
40,0.01,1.1625520294507878
50,0.3,1.1897208900419014
50,0.1,1.139640503823398
50,0.01,1.1625520294507878
75,0.3,1.1897208900419014
75,0.1,1.139640503823398
75,0.01,1.1625520294507878
100,0.3,1.1897208900419014
100,0.1,1.139640503823398
100,0.01,1.1625520294507878
