epoch,batch_size,value
4,4,1.5727211209082368
4,8,1.0945813856318602
4,12,0.8654829397982539
4,16,1.0342325299656163
4,32,0.9753698932353629
4,64,1.2590377415741132
4,128,2.0712245411653467
4,256,2.8931338245877947
6,4,2.2892273468892848
6,8,1.3795276890888206
6,12,1.0971748126107228
6,16,1.9339237281562178
6,32,0.8902325209436613
6,64,0.9487550965129262
6,128,0.9464455522819467
6,256,0.9436540554678944
10,4,2.2792558720957308
10,8,0.6562126960571348
10,12,1.2924846528479617
10,16,2.062999132968101
10,32,1.0097074938730595
10,64,0.9754087524285464
10,128,0.8980963853982026
10,256,1.0356947894092086
14,4,2.712792129776945
14,8,0.6545573727864227
14,12,1.2060395272352866
14,16,1.3045318190803066
14,32,1.1202916175701214
14,64,0.9180251748739485
14,128,0.9796200308182303
14,256,1.2556968530669999
20,4,2.4067397252001332
20,8,0.664996380654472
20,12,1.3498602924306364
20,16,0.62647728658235
20,32,0.6384731269423509
20,64,0.7112408572731969
20,128,0.9506251802690562
20,256,0.8802177698901437
40,4,2.6937272924189286
40,8,2.099169106897927
40,12,1.5349717872181277
40,16,0.7049029457261933
40,32,0.6325279679189464
40,64,0.6547426644582667
40,128,1.0520372291242688
40,256,0.9257036926378746
